Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
"Program Manager, Google Cloud Support Operations",Google,"Bengaluru, Karnataka",na,"As a Program Manager, you will use your knowledge of data analysis, machine learning, and project management to lead complex, data driven, multi-disciplinary…",4.3,na,1.0
IOT Hardware Software R & D Engineer,Macromancie India,"Delhi, Delhi","20,000 - 60,000 a month","Design, build and maintain efficient, reusable, and reliable IoT Devices & its networking signalling With or without opensource IOT Platforms.",0.0,Work: 3 yearsBachelor's,1.0
Data Scientist | Machine Learning Engineer,ANI Calls India Private Limited,"Mumbai, Maharashtra","8,00,000 - 14,00,000 a year",Design and developing machine learning systems Implement appropriate ML algorithms to create and deploy AI models into production.,0.0,na,13.0
python AI ML freshers recruitment at hyderabad and vijayawad...,Freelancer Pallapothu Srikrishna,"Hyderabad, Telangana","3,00,000 - 3,60,000 a year","Work experience with ML and AI is also great.Bachelor Of Technology (B.Tech/B.E), Bachelor Of Computer Application (B.C.A), Bachelor of Science (B.Sc).",0.0,na,1.0
Data Science Intern,Sankhkyiki Robotics,"Navi Mumbai, Maharashtra",na,Work on different exercises on data science and machine learning algorithms.Create projects for the computer vision natural language processing.,0.0,na,1.0
Associate Director - AP,CarDekho,"Gurgaon, Haryana",na,Monitors productivity within the team and drives continuous improvement;Supervises and coaches team members;Supervising Managers to implement internal control…,3.9,na,1.0
Senior Signal Processing Engineer,Fjord Management,"Salem, Tamil Nadu",na,Work with data scientists to create and deploy advanced machine learning algorithms.Strong knowledge of statistics and machine learning methods including the…,0.0,na,1.0
"Dell Technologies - Senior Advisor, Data Archive Engineer",Dell Technologies,"Bengaluru, Karnataka",na,We also take calculated risks and we celebrate big victories when they pay off.The Data Archive Engineer will be part of a team that will be responsible for…,4.0,na,457.0
Product Manager (BE/B-tech 9-13 yrs),CommerceIQ,"Bengaluru, Karnataka","45,00,000 - 50,00,000 a year","Leading product initiatives end to end and delivering jaw dropping value to customers.Applying advanced analytics, data science and AI algorithms to solve…",0.0,B2C or B2B: 8 yearsProduct Management: 10 yearsBachelor's,70.0
Modeler,Risk Management Solutions,"Noida, Uttar Pradesh",na,"The team focuses on developing products related to insured property exposures, data, and related applications.6+ years of hands-on experience in similar roles.",3.1,na,1.0
Quantitative Research - Securities Services - Associate,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",na,You demonstrate experience applying statistical and/or machine learning techniques in the financial industry.Present QR work to key stakeholders.,3.9,na,1.0
Program Manager II Abuse risk Mining,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",na,"Experience in e-commerce / on-line companies in fraud / risk control functions · Coding skills in one of the modern languages Java, Python, Scala, R ·…",3.5,na,1.0
Data scientist for Search Apps,Oracle,India,na,"Provide machine learning methodology leadership.Build models with Python and machine learning libraries.Omputer science, statistics or mathematics, artificial…",3.8,na,1406.0
Senior Engineer- Sustainability,Eaton,"Hadapsar, Pune, Maharashtra",na,"Advance MS Excel, VBA or good knowledge of programming skills/machine learning tools like Python.Mentors and guides a junior team of engineers to provide both…",3.8,na,1.0
Risk - Consumer & Community Banking -Quantitative Modeling (...,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",na,'6+ years' statistical model development/ Machine learning model developmentexperience in a deeply quantitative role in the financial services industry or…,3.9,na,1.0
Solution Architect,Siemens Technology and Services Private Limited,"Noida, Uttar Pradesh",na,"You will be responsible for Solution Architecture by defining define Solution Blueprint, Technical and Digitalization Strategy for end-customer in utility…",4.0,na,1.0
Studio/Video Control Specialist,WAVELABS TECHNOLOGIES,"Hyderabad, Telangana",na,"Control Room Operator is the most relevant industry term, looking enthusiastic and hardworking candidates.Looking the candidate who can explore every dimension…",0.0,na,1.0
Software Development Engineer III,Expedia Group,Delhi,na,"Small improvements in our algorithms can have a huge impact on customer experience and Expedia's bottom line, and this leads us to run numerous test-and-learn…",3.9,na,1.0
"Director, Software Engg Mgmt",ServiceNow,"Hyderabad, Telangana",na,It delivers digital workflows that automate previously manual processes across a whole business ecosystem.Significant experience in a technical leadership role…,3.6,na,1.0
"Technology Head, DBS Asia Hub 2 - Consumer Banking",DBS Bank,"Hyderabad, Telangana",na,"Job Description We are seeking a dynamic, talented and passionate technologist to join the team and lead the Consumer Banking & Big Data Analytics technology…",3.9,na,1.0
Manager_Operations Research_Pune,Vodafone,"Pune, Maharashtra",na,Job Description Role purpose: The primary purpose of this role is to process mining on prem or cloud to Vodafone’s businesses across the globe by being a…,3.9,na,1.0
python AI ML freshers recruitment at hyderabad and vijayawad...,Freelancer Pallapothu Srikrishna,"Hyderabad, Telangana","3,00,000 - 3,60,000 a year","Here are the specifications required for the job: You should have demonstrated interest and passion in ML/DL/AI in college through projects, internships, and…",0.0,na,1.0
Data Science Intern,Sankhkyiki Robotics,"Navi Mumbai, Maharashtra",na,Responsibilities Work on different exercises on data science and machine learning algorithms Create projects for the computer vision natural language…,0.0,na,1.0
Associate Director - AP,CarDekho,"Gurgaon, Haryana",na,Job Description: - This person would be required to lead a team of high performing Supervisors & Managers - Monitors productivity within the team and drives…,3.9,na,1.0
Technology Consulting,Ernst & Young,"Bengaluru, Karnataka",na,"EY Global Delivery Services (GDS) is a dynamic and truly global delivery network. We work across six locations – Argentina, China, India, the Philippines,…",4.0,na,1.0
Data Science Analyst,S&P Global,"Hyderabad, Telangana",na,S&P Global Platts The Role : Data Science Analyst Location: Hyderabad The Team : S&P Global Platts is seeking for a strong member within our India…,3.9,na,1.0
Senior Signal Processing Engineer,Fjord Management,"Salem, Tamil Nadu",na,"Location Salem Sector: Engineering, Renewables Job type: Permanent Contact: Heidi Thomas Published: 17 days ago Expiry date: 2021-09-17 Client:…",0.0,na,1.0
Applied Scientist II,ADCI - Karnataka,"Bengaluru, Karnataka",na,"· MS or PhD in Electrical Engineering, Computer Sciences, or Mathematics with specialization in speech recognition, natural language processing, or machine…",3.5,na,1.0
Director- Big data and Machine Learning,Michael Page IN,"Bengaluru, Karnataka",na,Opportunity to be a part of the Research lab of one of the leading FS firm Opportunity to lead the Big Data and Machine Learning initiatives in FS firm About…,3.5,na,1.0
"Dell Technologies - Senior Advisor, Data Archive Engineer",Dell Technologies,"Bengaluru, Karnataka",na,"Senior Advisor, Data Archive Engineer Company Details: Dell is a collective of customer-obsessed, industry-leading visionaries. At our core is a commitment…",4.0,na,457.0
Technical Lead (Software),Aman Aviation,"Mumbai, Maharashtra","3,20,000 - 6,00,000 a year",Software Developer required with following skills: 1. Full stack development 2. Packet based Web Technology Development 3. GUI and system packaging 4. Front…,0.0,na,13.0
"Software Engineer II, Data - Core Data",Uber,"Bengaluru, Karnataka",na,About the Role This Role will be responsible for building batch Query Service from scratch. This query service enables users to query peta bytes scale of…,3.7,na,1587.0
ASP.NET Developer,Upkarak Tech Solutions Pvt. Ltd.,"Mohali Sas Nagar, Chandigarh","14,000 - 45,000 a month","* 2-5 years of total work experience * Good knowledge of Singe Page Application Server and JavaScript frameworks * Have good working knowledge on .Net, Asp.net…",0.0,.net: 1 yearTotal work: 1 yearC#: 1 year,84.0
Senior Developer/Lead Developer (Backend),Salesforce,"Bengaluru, Karnataka",na,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts. Job…",4.3,na,3089.0
Engineering Manager,Google,"Bengaluru, Karnataka",na,"Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who…",4.3,na,1.0
Business Intelligence Advisor,Dell Technologies,"Bengaluru, Karnataka",na,"We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the…",4.0,na,457.0
Manager - Decision Sciences,HSBC,"Kolkata, West Bengal",na,Role Title: Manager / Lead Manager.Global Analytics Centres (GAC) provides support to various business groups and functions.You’ll achieve more at HSBC.,4.0,na,1.0
Python Developer,Net Connect,"Bengaluru, Karnataka",na,Some statistical and machine learning experience.Front End development Build front end web application to interact and consume machine learning applications.,3.7,na,1.0
Technology Consulting,Ernst & Young,"Bengaluru, Karnataka",na,"Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.We’ll introduce you to an ever-expanding ecosystem of people,…",4.0,na,1.0
Senior Software Engineer II (Architect),Uber,"Bengaluru, Karnataka",na,Work on that will use advanced machine learning techniques to optimize spend within different channels.We're looking for software engineers who grow with…,3.7,na,1587.0
