Job_position,Company,requirements,rating,experience,avg_yearly_sal,work_category,education_level,job_title,State,Cities
analyst finance business partner,mastercard,work connect power inclusive digital economy benefit everyone everywhere making transaction safe simple smart accessible,4.1,,0.0,0,0,0,13,7
servicenow operation analyst,ey,enterprise technology provides reliable secure resilient technology service solution support ey people ideally also,4.0,,0.0,0,0,0,11,67
configuration analyst intern bangalore entry level,evive,evive people game changer evive founded two people wanted challenge status quo one u show u got,,,0.0,0,0,0,10,2
hr analyst,sapiens,sapiens sapiens international corporation nasdaq tase spns leading global provider software solution insurance industry,3.0,,0.0,0,0,0,10,2
system analyst support,oracle,candidate least year work experience oracle hcm cloud implementation support project functional may project lead role,3.8,,0.0,0,0,0,7,47
product support analyst,ion,product support analyst fixed income trying work global environment almost major investment bank customer,3.9,,0.0,0,0,0,26,63
business analyst data analyst,degree cloud technology pvt ltd,hiring role business analyst noida location company degree cloud technology pvt ltd c mba finance marketing,,,350000.0,0,0,0,26,63
ongpl credit senior analyst associate,oaknorth bank,co founder rishi khosla joel perlman looking working capital facility support growing business copal partner,,,0.0,0,0,0,7,47
quality analyst gurugram,teleperformance,year experience quality analyst year experience preferably handling bpo business excellent command english verbal written,3.5,,0.0,0,0,0,7,47
senior financial analyst ai planning,novartis,associate role need bridge gap business need situation ai forecast good m excel powerpoint skill,4.1,,0.0,0,0,0,23,4
data analyst experience general ledger reconciliatio,larsen toubro infotech limited,data analyst experience general ledger reconciliation high level gl domain understanding proficient analyzing huge datasets explaining,3.7,,0.0,0,0,0,37,1222
network telecom system analyst,oracle,install configure manage troubleshoot screenos juno firewall vpn f ltm loadbalancer cisco switch router mcafee bluecoat proxy,3.8,,0.0,0,0,0,26,63
ga senior analyst,expertia incorporation,ensure team accurate timely delivery end end process general accounting reporting fixed asset account receivables credit,,work yearstotal work yearsbachelor,1400000.0,0,1,0,13,7
data analyst,coindcx,responsible tracking reporting ad hoc analytic request development automation regular business report,,,0.0,0,0,0,13,0
senior medium analyst,epsilon india,looking good knowledge digital medium role medium channel medium campaign enjoy role,3.8,,0.0,0,0,0,10,2
jr quality analyst,cyperts digital solution pvt ltd,web mobile manual testing manual testing database knowledge able work functional manual stlc requirement understanding,,,156000.0,0,0,0,13,7
immigration analyst,wedodigital private limited,immigration service specialist responsible providing site administrative support coordination various employment based visa process,,,240000.0,0,0,0,11,1222
operation business analyst,kantar,analyse accountable gathering documenting business requirement work program management development group within agile,3.7,,0.0,0,0,0,23,4
gic consumer market intelligence analyst,general mill,shift timing pm lead project smaller engagement accountable reporting analytics project,3.9,,0.0,0,0,0,13,0
technical business analyst,innowave,supervising team made analyst developer tester well hotline innowave looking technical business analyst,,,0.0,0,0,0,10,2
associate manager supplier labor management analyst,pepsico,role responsible supporting supplier labor management strategy implementation managing operation program office amesa apac,3.8,,0.0,0,0,0,23,4
product analyst,gsk,distinct behaviour proven mdm analyst defined technical platform leadership innovation strategy,4.2,,0.0,0,0,0,10,2
sourcing contracting analyst,netapp,successful need extremely organized able collaborate partner complex environment good communication facilitation,4.1,,0.0,0,0,0,10,2
associate analyst,meredith corporation,role position includes ensuring data integrity performing advertiser agency administration regard approving new customer researching,3.6,,0.0,0,0,0,10,2
wfm analyst,evolent health,candidate appointed workforce management analyst contact center voice environment responsible wfm task evolent health,3.2,,0.0,0,0,0,13,7
executive associate pharmaceutical,world health organization,good working knowledge gsm oracle based erp system desirable skill eg proficiency use modern office software package,4.2,,1367639.0,0,0,0,32,1
software engineer,tech mahindra,actively participate sprint planning sprint retrospective meeting track report project status manage change issue risk,3.7,,0.0,0,0,0,10,2
software engineer,ge healthcare,experience working within agile scrum software development methodology design software service application alignment architecture vision,3.9,,0.0,0,0,0,10,2
software engineer,natwest group,collaborating optimise software engineering capability need background software engineering software design architecture,3.3,,0.0,0,0,0,7,47
software development engineer,discovery,write efficient readable testable code unit contribute overall functionality software understanding docker kubernetes,4.1,,0.0,0,0,0,10,2
software engineer wealth personal banking,hsbc,mainframe background knowledge around cobol jcl cics db person involved requirement gathering analysis build test production,4.0,,0.0,0,0,0,23,4
trainee software developer,manheer singh proprietor bigboss decor,job type permanent job description candidate trained various tool telecom mapping project employment type full time permanent,,,450000.0,2,0,0,23,4
specialist software engineer informatica,soci g n rale,develop code test case scenario applying relevant software craftsmanship principle meet acceptance criterion,3.9,,0.0,0,0,0,10,2
software engineer crm dev,amdocs,follow amdocs software engineering standard applicable software development methodology release process ensure code maintainable,3.8,,0.0,0,0,0,32,1
senior software engineer mainframe,cgi inc,utilization software technique analysis interpretation complex data set expected consult project sponsor regarding information,3.6,,0.0,0,0,0,23,4
software engineer,amdocs,follow amdocs software engineering standard applicable software development methodology release process ensure code maintainable,3.8,,0.0,0,0,0,32,1
associate professional software engineer,dxc technology,basic analytical problem solving skill design creation testing software participates designing developing troubleshooting analysing,3.2,,0.0,0,0,0,10,2
software engineer c,siemens technology service private limited,must experience creating building high level software design thinking high level detailed design implementation test debugging,4.0,,0.0,0,0,0,13,7
