Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
Full Stack Developer,Arnowa,"New Delhi, Delhi","2,57,101 - 11,83,329 a year",SQL databases: Good at PostgreSQL or SQLite or MySQL.The experience requirement may be waived off by demonstration of live products and/or relevant startup…,-99.0,na,90.0
Software Engineer - Machine Learning,Twilio,"Bengaluru, Karnataka",na,"5+ years of applied ML experience in statistical and mathematical modeling such as supervised and unsupervised machine learning, deep learning, and/or…",-99.0,na,1.0
C++ Developer - 4160,ION,"Noida, Uttar Pradesh",na,Bachelor's degree in computer science or related field.Development of low-latency optimizations on real-time or trading systems.,3.9,na,1.0
Machine Vision Engineer,Be Global Safety,Remote,"2,00,000 - 5,00,000 a year",Be Global Safety has created a software which will enable effortless deployment of real time data driven safety applications across Manufacturing Operations…,-99.0,na,1.0
Junior Software Developer,Version 1,"Bengaluru, Karnataka",na,You will develop software to meet our client's user needs using C#/.Making real decisions about technology to create maintainable solutions for our customer…,-99.0,na,1.0
HTML Developer,Iglaps Technologies,"Noida, Uttar Pradesh","12,000 - 20,000 a month","Working knowledge of image editing software, e.g. Adobe Photoshop.Responsive web UI Development using HTML, HTML5, CSS3, jQuery and JavaScript.",-99.0,HTML: 1 year,1.0
"Creators with Pharmaceutical, Healthcare, or Medical Experie...",CrowdPharm,"New Delhi, Delhi",na,"Any professional or amateur creator with experience in pharmaceutical, healthcare, or medical fields is welcome, including:TV, film and video producers.",-99.0,na,1.0
Software Engineer,Orange,India,na,Internalize already on board PEGA developers.,4.1,na,1.0
Software Developer,cyanous,"Hyderabad, Telangana","20,000 - 25,000 a month","Cyanous software private limited (12yrs old comp).Salary: ₹20,000.00 - ₹25,000.00 per month.Total work: 1 year (Preferred).",-99.0,na,1.0
DataStage Developer,Technovatrix,India,na,Design ETL Jobs that processes Real-time data.Analyze data retention and processing requirements and translate the requirements to implementation using Oracle…,-99.0,na,1.0
SQL Developer,10decoders Consultancy Services Pvt Ltd,"Chennai, Tamil Nadu","3,00,000 - 5,00,000 a year","Sanitising, disinfecting, or cleaning procedures in place.Modifying the database structure as necessary, from information given by application developers…",-99.0,SQL Developer: 2 yearsDeveloping: 2 yearsBachelor's,1.0
Assistant Manager Accounts,Hunt and vector,"Delhi, Delhi","60,000 - 90,000 a month","Globally Admired Player in Education Sector.Preparing accounts and tax returns.Review, Audit and analyse financial performance.Experience : 3 to 7 yrs*.",-99.0,na,1.0
Machine learning Engineer,Thoucentric,"Bengaluru, Karnataka",na,"Proven work experience in data-related products.Database experience, including knowledge of SQL and NoSQL, and related data stores such as Postgres.",-99.0,na,1.0
Artificial Intelligence (AI) Internship,GreenTech ITS,"Delhi, Delhi","8,000 a month","Only those students or freshers can apply who:Selected intern's day-to-day responsibilities include developing operating software that can be used for robots,…",-99.0,na,1.0
Software Engineer - Fresher,Trident Solutions Pvt Ltd,"Chennai, Tamil Nadu",na,"Software Engineer - Fresher who has completed their BE, BTech, MCA and has some knowledge of PHP, MySql, CSS, jQuery, css etc.Job Types: Full-time, Fresher.",-99.0,na,1.0
Developer – Intern,SISA,"Bengaluru, Karnataka",na,"Internship experience as a developer is preferred.Ability to quickly create prototypes and/or POC.He / She will perform tests, requirement gathering, record…",-99.0,na,1.0
Desktop Support Analyst,LEVEL UP STC,"Bengaluru, Karnataka","20,000 - 40,000 a month","ITIL v3/v4 Foundation or higher preferred.Installs, maintains, and updates PC hardware and software.Provide hardware, software, and mobile support for…",-99.0,na,1.0
Big Data/Hadoop Developer,Witlance Solutions Pvt Ltd,"Hyderabad, Telangana","5,52,163 - 16,48,610 a year",You have experience with pipelines and architectures that support machine learning development platforms and production applications.,-99.0,na,1.0
Data Scientist,Agnik,India,na,AGNIK is hiring a Data Science Intern with some background in the following areas and strong motivation.Some Experience in Programming in C++/Java/Distributed…,-99.0,na,1.0
DATA ENTRY OPERATOR ONLY FRESHERS,THB Software Pvt Ltd,"Koregaon Park, Pune, Maharashtra","15,400 - 27,000 a month",We are looking for an data entry operator And Computer Operator for our office staff who can help us to upload data on our system.,-99.0,na,1.0
SQL Developer,Medicircle Media Private Limited,"Mira Road, Maharashtra","15,000 a month",Develop procedures and scripts for data migration.Sql developer: 1 year (Preferred).Development of high-quality database solutions.,-99.0,na,1.0
IT Analyst I,iQor,"Noida, Uttar Pradesh",na,"Must be knowledgeable in 1 or more of iQor's software programs or packages.Observes or runs test of program using sample or actual data, assist in user…",3.3,na,1.0
Data Scientist,Canum Infotech,"Bengaluru, Karnataka",na,"Selecting features, building and optimizing classifiers using machine learning techniques.Experience in handling large datasets (Structured or Unstructured)…",-99.0,na,1.0
Software Developer,THYROCARE TECHNOLOGIES LTD,"Navi Mumbai, Maharashtra","20,000 - 40,000 a month",Perform full Life-Cycle software development.Test and Evaluate the Technical aspects of every decision.Review codes and assess code quality.,3.3,na,1.0
Data Science Internship,EC-Council,"Hyderabad, Telangana","12,000 a month","Creating various machine learning-based tools or processes within the company, such as recommendation engines or automated lead scoring systems 4.",3.7,na,1.0
Software Development Engineer,Razorpay,"Bengaluru, Karnataka",na,"Help us make decisions to shape our REST APIs for developers worldwide.Apart from these, we also expect the following, but we accept that you can be an…",4.3,na,1.0
Junior Data Analyst - Remote India,Vamstar,"Mumbai, Maharashtra","6,00,933 - 10,00,000 a year","Research new markets and data sources.You will get the opportunity to be involved in the data collection, processing, quality assurance, data analysis and…",-99.0,Total work: 2 yearsSQL: 1 year,1.0
Intern-Software Engineering,Cadence Design Systems,"Noida, Uttar Pradesh",na,Works on complex problems where analysis of situations or data requires an in-depth evaluation of various factors.We’re doing work that matters.,4.1,na,1.0
C++ Software Developer,Cyient,"Hyderabad, Telangana",na,"Bachelor’s Degree in Computer Science, Computer Engineering or equivalent Professional.Ideal candidate will have hands on experience in developing software…",3.6,na,1.0
Full Stack Web Developer,Bling,"Delhi, Delhi","30,000 - 35,000 a month",We are looking for a very seasoned and well versed FULL STACK WEB DEVELOPER to join us and help take Engineering at our company forward.,-99.0,UI: 1 yearCSS: 1 yearJAVA: 1 year,1.0
Junior Data Engineer,TVS Next,India,na,The Data Engineer is also responsible for performing thorough testing and validation in order to support the accuracy of data transformations and data…,4.0,na,1.0
Newgen Software Technologies - Business Analyst,Newgen Software Technologies,"Mumbai, Maharashtra",na, Understanding of the software product market dynamics and software development processes. You should have 60% or more throughout your academic profile.,3.5,na,1.0
Website Designer and Developer in Meerut,SmartLogics Services Pvt. Ltd.,"Meerut, Uttar Pradesh","8,000 - 20,000 a month",> Interacting with clients to discuss requirements and/or project progress.> Creating web site designs.> Knowledge of Bootstrap is required.,-99.0,na,1.0
EY-Data & Analytics – Consulting – AI_Senior,EY,"Bengaluru, Karnataka",na,"Tech /Masters/ PhD in Statistics, Economics, Computer Science, Robotics, Industrial or Mechanical Engineering or related areas.5 - 8 years of experience.",4.0,na,1.0
Wordpress Developer,Boot spider,"New Delhi, Delhi",100 - 150 an hour,Able to edit php coding.Able to edit theme code.Salary: ₹100.00 - ₹150.00 per hour.Total work: 2 years (Preferred).,-99.0,na,1.0
Python/Odoo Developer,Capcee Technologies LLP,"Calicut, Kerala",na,Capcee is looking for passionate Fresher's who have keen interest for python/odoo.Your confirmation will be based on your performance during the six month of…,-99.0,na,1.0
Salesforce Developer,Pletra Technologies India Pvt. Ltd,"Pune, Maharashtra","5,00,000 - 15,00,000 a year","Looking for Immediate Joiners only!!!*.3+ Years of Working experience as a Salesforce Developer.3+ in Apex, visual force, trigger, workflow, process builder,…",-99.0,Total work: 3 yearsBachelor's,1.0
Data Engineer - Analytics,Standard Chartered,"Bengaluru, Karnataka",na,"Create data tools for analytics and data scientist team members that assist them in building and optimizing our product.Posting Date: 06/Jan/2021, 12:09:54 AM.",4.1,na,1.0
Big Data Developer,Swiss Himmel outsourcing Pvt LTD.,"Bengaluru, Karnataka",na,Provide support for current data lake applications and transfer knowledge to the finance data platform.Work on cloud movement of the data lake platform You…,-99.0,na,1.0
NSO Developer,Vipany Group,"Hyderabad, Telangana",na,Technology skill sets required for a matching profile.Work Experience between 3 to 5 years in mobile applications with desire to work in fast paced startups.,-99.0,na,1.0
Java Enterprise Edition Application Developer,Accenture,"Gurgaon, Haryana",na,"About Accenture: Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive,…",4.0,na,1.0
Software Engineer - MED,Mentor Graphics (India) Private Limited,"Noida, Uttar Pradesh",na,"This is a complex software dealing with optimal runtime performance, large-scale data structures and efficient algorithms, distributed computing, design debug…",4.0,na,1.0
Data Analyst/DBA,Stafford Global,"Mehdipatnam, Hyderabad, Telangana",na,"Maintain data integrity in all databases.In order to fulfill this, the candidate needs to collaborate with software developers to achieve the best solutions…",-99.0,na,1.0
Software Developer - Java /J2EE,"Nvision Solutions, Inc.",Remote,"8,00,000 a year",Exp in java(Core Java) with a data bent.I.e: Monday to Friday or as needed but 45 hours per week is compulsory.Have to work 5 working days.,3.5,na,1.0
Django Developer,ZocoNut,"Noida, Uttar Pradesh","6,00,000 - 9,00,000 a year",Zoconut is aB2B software company that works in the preventive healthcare space with primary focus on Diet and Nutrition Industry.4.Knowledge of Front End.,-99.0,na,1.0
Android Developer,Dexter Media,"Noida, Uttar Pradesh","30,000 - 35,000 a month",Selected intern's day-to-day responsibilities include:Design and develop Native Android apps using Android Studio.Integrate third-party REST API services.,-99.0,Android development: 2 yearsWork: 3 yearsTotal work: 3 years,1.0
Software Developer,SOFT COMP SOLUTIONS,"Mumbai, Maharashtra","15,000 - 30,000 a month","Soft Comp Solutions is an India based Global IT Solutions Provider having strong performance record in Custom software development that focuses on quality, On…",-99.0,Higher Secondary(12th Pass),1.0
Jr. E-learning Developer,HexaLearn,"Bhubaneshwar, Orissa",na,Critical thinking skills with the ability to challenge and ask questions in relation to learning design & technology.Job Title: Jr. E-Learning Developer.,-99.0,na,1.0
Equity Research Analyst,DreamGains Financials India Pvt. Ltd,"JP NAGAR 2ND PHASE, Karnataka","25,000 - 40,000 a month","Knowledge of technical analysis software like, Tickerplant, Metastock, etc.All Content is developed and updated by our team of Qualified and Experienced…",2.1,Equity research analyst/Technical Analysis: 1 yearMaster's,1.0
ITCOE_Data Scientist - Advance Analytics,Aligned Automation,"Pune, Maharashtra",na,Extracts data from multiple sources and creates an analytical data mart.It includes simple descriptive analysis to more complex predictive and prescriptive…,-99.0,na,1.0
Tableau Developer,Solugenix Corp,"Hyderabad, Telangana",na,"Strong skills in SQL - the ability to query data from complex data structures in a data warehouse.Experience with Data Extraction, Transformation and Load (ETL…",3.7,na,1.0
