Job_position,Company,requirements,rating,posting_frequency,avg_yearly_sal,work_category,net_experience,education_level,job_title,State,Cities,job_descr_len
back office sale product solution cochin,datavox pvt ltd,word per minute preferred looking experienced sale solution expert expertise maximize company sale performance,4.329999923706055,1,438000.0,0,3.0,0,0,11,1222,110
network administrator work home,muskaan parveen proprietor muskan industry,planning engineering monitoring security arrangement protection network system creating different way solve existing threat,3.6500000953674316,3,324999.5,0,1.9800000190734863,0,0,19,51,123
technical support executive,proseon technology pvt ltd,basic knowledge stock market nse derivative bse commodity basic understanding technical analysis stock market office sitting job,2.5799999237060547,15,192000.0,0,1.0,1,0,6,18,128
staff software engineer,indeed,strong architecture software design skill able build new product scratch quickly qualified applicant receive consideration,4.3,21,5120000.0,0,2.9100000858306885,0,0,0,1222,122
product manager,impress ai,solid technical background understanding hand experience software development web technology total work year preferred,3.5299999713897705,1,1850000.0,0,2.299999952316284,0,0,11,67,118
web developer,ntop infosec private limited,working new project guidance senior developer working ui ux backend managing application like crm pm hrms etc,3.9800000190734863,1,138000.0,0,2.2799999713897705,0,2,32,1,109
u recruiter,skillmaze,salary per month successful recruiting engineering position u based client total work year preferred,3.380000114440918,2,380064.0,0,1.7799999713897705,0,0,22,1222,100
senior research analyst,project today pvt ltd,experience year research analyst role preferred total work year preferred,4.039999961853027,1,420000.0,0,2.2200000286102295,0,0,13,0,73
dot net developer,ace talent,experience yearslocation noida chennainotice immediate serving day skill must formal qualification technology year dense experience net vb net c asp net excellent communication skill ability explain technical concept lay audience strong conceptual analytical skill demonstrating outside box problem solving skill strategic business acumen understanding organization strategy ability design information system delivery strategy ready work per client shift working knowledge excel macro working knowledge data warehousing tool working knowledge relational database m sql oracle db good experience skill rpa tool blue prism automation anywhere ui path note comfortable learn rpa uipath providing training job type full time regular permanentsalary per yearschedule flexible shifteducation bachelor preferred experience net year required uipath year required speak employer xxxxxxxxxxapplication deadline,3.6500000953674316,1,550000.0,2,5.0,1,0,26,63,900
full stack developer,rentperks property management,software family apps bespoke plan manage north america residential rental market approximately door,3.559999942779541,1,840000.0,0,5.0,0,0,10,2,99
software developer,mdas,design develop scalable ionic application using open source develop responsive web application uis using html cs javascript,2.799999952316284,1,210000.0,0,1.7999999523162842,0,0,13,0,123
flutter developer,solution pvt ltd,flutter developer mobile app project project developed using web api service software development year preferred,4.130000114440918,1,300000.0,0,2.200000047683716,0,0,26,63,112
microservices developer java,regex software service,expertise hand experience core java j ee product development monolith overviewcreating microservicescreating eureka servicesmanaging microservicesworking zipkin servergood knowledge oop soa agile development good cloud computing strong understanding java framework like spring spring boot hibernate hand experience developing microservices rest apis hand experience writing consuming web service restful web service hand experience java microservices spring boot job type part time contractual temporary freelancecontract length monthspart time hour per weeksalary per monthbenefits work homeschedule flexible shifteducation bachelor required experience total work year required java year required language english required application deadline expected start date,3.7799999713897705,1,720000.0,0,5.0,1,0,38,1222,764
